fecha;abrir;max;min;cierre;cierre_ajus;
18-01-2023;1,5691;1,5691;1,5691;1,5691;1,5691;
17-01-2023;1,5716;1,5716;1,5716;1,5716;1,5716;
16-01-2023;1,5697;1,5697;1,5697;1,5697;1,5697;
13-01-2023;1,5631;1,5631;1,5631;1,5631;1,5631;
12-01-2023;1,5592;1,5592;1,5592;1,5592;1,5592;
11-01-2023;1,5491;1,5491;1,5491;1,5491;1,5491;
10-01-2023;1,5413;1,5413;1,5413;1,5413;1,5413;
09-01-2023;1,5398;1,5398;1,5398;1,5398;1,5398;
06-01-2023;1,5174;1,5174;1,5174;1,5174;1,5174;
05-01-2023;1,5439;1,5439;1,5439;1,5439;1,5439;
04-01-2023;1,5162;1,5162;1,5162;1,5162;1,5162;
03-01-2023;1,5143;1,5143;1,5143;1,5143;1,5143;
02-01-2023;1,5171;1,5171;1,5171;1,5171;1,5171;
30-12-2022;1,5119;1,5119;1,5119;1,5119;1,5119;
29-12-2022;1,4762;1,4762;1,4762;1,4762;1,4762;
28-12-2022;1,4941;1,4941;1,4941;1,4941;1,4941;
27-12-2022;1,5040;1,5040;1,5040;1,5040;1,5040;
26-12-2022;1,5045;1,5045;1,5045;1,5045;1,5045;
23-12-2022;1,5201;1,5201;1,5201;1,5201;1,5201;
22-12-2022;1,5556;1,5556;1,5556;1,5556;1,5556;
21-12-2022;1,5455;1,5455;1,5455;1,5455;1,5455;
20-12-2022;1,5447;1,5447;1,5447;1,5447;1,5447;
19-12-2022;1,5708;1,5708;1,5708;1,5708;1,5708;
16-12-2022;1,5749;1,5749;1,5749;1,5749;1,5749;
15-12-2022;1,6222;1,6222;1,6222;1,6222;1,6222;
14-12-2022;1,6152;1,6152;1,6152;1,6152;1,6152;
13-12-2022;1,5983;1,5983;1,5983;1,5983;1,5983;
09-12-2022;1,5928;1,5928;1,5928;1,5928;1,5928;
08-12-2022;1,5770;1,5770;1,5770;1,5770;1,5770;
07-12-2022;1,5929;1,5929;1,5929;1,5929;1,5929;
06-12-2022;1,6232;1,6232;1,6232;1,6232;1,6232;
05-12-2022;1,6302;1,6302;1,6302;1,6302;1,6302;
02-12-2022;1,6077;1,6077;1,6077;1,6077;1,6077;
01-12-2022;1,6120;1,6120;1,6120;1,6120;1,6120;
30-11-2022;1,5364;1,5364;1,5364;1,5364;1,5364;
29-11-2022;1,5496;1,5496;1,5496;1,5496;1,5496;
28-11-2022;1,5696;1,5696;1,5696;1,5696;1,5696;
25-11-2022;1,5786;1,5786;1,5786;1,5786;1,5786;
24-11-2022;1,5763;1,5763;1,5763;1,5763;1,5763;
23-11-2022;1,5667;1,5667;1,5667;1,5667;1,5667;
22-11-2022;1,5606;1,5606;1,5606;1,5606;1,5606;
18-11-2022;1,5642;1,5642;1,5642;1,5642;1,5642;
17-11-2022;1,5695;1,5695;1,5695;1,5695;1,5695;
16-11-2022;1,5936;1,5936;1,5936;1,5936;1,5936;
15-11-2022;1,5671;1,5671;1,5671;1,5671;1,5671;
14-11-2022;1,5894;1,5894;1,5894;1,5894;1,5894;
11-11-2022;1,5567;1,5567;1,5567;1,5567;1,5567;
10-11-2022;1,4753;1,4753;1,4753;1,4753;1,4753;
09-11-2022;1,5024;1,5024;1,5024;1,5024;1,5024;
08-11-2022;1,4836;1,4836;1,4836;1,4836;1,4836;
07-11-2022;1,4733;1,4733;1,4733;1,4733;1,4733;
04-11-2022;1,4611;1,4611;1,4611;1,4611;1,4611;
03-11-2022;1,5239;1,5239;1,5239;1,5239;1,5239;
01-11-2022;1,5425;1,5425;1,5425;1,5425;1,5425;
31-10-2022;1,5567;1,5567;1,5567;1,5567;1,5567;
28-10-2022;1,5319;1,5319;1,5319;1,5319;1,5319;
27-10-2022;1,5613;1,5613;1,5613;1,5613;1,5613;
26-10-2022;1,5786;1,5786;1,5786;1,5786;1,5786;
25-10-2022;1,5431;1,5431;1,5431;1,5431;1,5431;
24-10-2022;1,5388;1,5388;1,5388;1,5388;1,5388;
21-10-2022;1,5139;1,5139;1,5139;1,5139;1,5139;
20-10-2022;1,5204;1,5204;1,5204;1,5204;1,5204;
19-10-2022;1,5219;1,5219;1,5219;1,5219;1,5219;
18-10-2022;1,5078;1,5078;1,5078;1,5078;1,5078;
17-10-2022;1,4604;1,4604;1,4604;1,4604;1,4604;
14-10-2022;1,4898;1,4898;1,4898;1,4898;1,4898;
13-10-2022;1,4630;1,4630;1,4630;1,4630;1,4630;
12-10-2022;1,4698;1,4698;1,4698;1,4698;1,4698;
11-10-2022;1,4812;1,4812;1,4812;1,4812;1,4812;
10-10-2022;1,4987;1,4987;1,4987;1,4987;1,4987;
07-10-2022;1,5572;1,5572;1,5572;1,5572;1,5572;
06-10-2022;1,5598;1,5598;1,5598;1,5598;1,5598;
05-10-2022;1,5529;1,5529;1,5529;1,5529;1,5529;
04-10-2022;1,5047;1,5047;1,5047;1,5047;1,5047;
03-10-2022;1,4794;1,4794;1,4794;1,4794;1,4794;
30-09-2022;1,5065;1,5065;1,5065;1,5065;1,5065;
29-09-2022;1,5351;1,5351;1,5351;1,5351;1,5351;
28-09-2022;1,5081;1,5081;1,5081;1,5081;1,5081;
27-09-2022;1,5101;1,5101;1,5101;1,5101;1,5101;
26-09-2022;1,5144;1,5144;1,5144;1,5144;1,5144;
23-09-2022;1,5180;1,5180;1,5180;1,5180;1,5180;
22-09-2022;1,5361;1,5361;1,5361;1,5361;1,5361;
21-09-2022;1,5716;1,5716;1,5716;1,5716;1,5716;
20-09-2022;1,5893;1,5893;1,5893;1,5893;1,5893;
19-09-2022;1,6095;1,6095;1,6095;1,6095;1,6095;
15-09-2022;1,6163;1,6163;1,6163;1,6163;1,6163;
14-09-2022;1,6192;1,6192;1,6192;1,6192;1,6192;
13-09-2022;1,6840;1,6840;1,6840;1,6840;1,6840;
12-09-2022;1,6705;1,6705;1,6705;1,6705;1,6705;
09-09-2022;1,6431;1,6431;1,6431;1,6431;1,6431;
08-09-2022;1,6273;1,6273;1,6273;1,6273;1,6273;
07-09-2022;1,6028;1,6028;1,6028;1,6028;1,6028;
06-09-2022;1,5988;1,5988;1,5988;1,5988;1,5988;
05-09-2022;1,5954;1,5954;1,5954;1,5954;1,5954;
02-09-2022;1,6388;1,6388;1,6388;1,6388;1,6388;
01-09-2022;1,6372;1,6372;1,6372;1,6372;1,6372;
31-08-2022;1,6446;1,6446;1,6446;1,6446;1,6446;
30-08-2022;1,6499;1,6499;1,6499;1,6499;1,6499;
29-08-2022;1,6600;1,6600;1,6600;1,6600;1,6600;
26-08-2022;1,7222;1,7222;1,7222;1,7222;1,7222;
25-08-2022;1,6905;1,6905;1,6905;1,6905;1,6905;
24-08-2022;1,6843;1,6843;1,6843;1,6843;1,6843;
23-08-2022;1,7047;1,7047;1,7047;1,7047;1,7047;
22-08-2022;1,7530;1,7530;1,7530;1,7530;1,7530;
19-08-2022;1,7814;1,7814;1,7814;1,7814;1,7814;
18-08-2022;1,7672;1,7672;1,7672;1,7672;1,7672;
17-08-2022;1,7879;1,7879;1,7879;1,7879;1,7879;
16-08-2022;1,7883;1,7883;1,7883;1,7883;1,7883;
15-08-2022;1,7697;1,7697;1,7697;1,7697;1,7697;
12-08-2022;1,7520;1,7520;1,7520;1,7520;1,7520;
11-08-2022;1,7676;1,7676;1,7676;1,7676;1,7676;
10-08-2022;1,7357;1,7357;1,7357;1,7357;1,7357;
09-08-2022;1,7550;1,7550;1,7550;1,7550;1,7550;
08-08-2022;1,7750;1,7750;1,7750;1,7750;1,7750;
05-08-2022;1,7849;1,7849;1,7849;1,7849;1,7849;
04-08-2022;1,7816;1,7816;1,7816;1,7816;1,7816;
03-08-2022;1,7677;1,7677;1,7677;1,7677;1,7677;
02-08-2022;1,7457;1,7457;1,7457;1,7457;1,7457;
01-08-2022;1,7415;1,7415;1,7415;1,7415;1,7415;
29-07-2022;1,7161;1,7161;1,7161;1,7161;1,7161;
28-07-2022;1,7070;1,7070;1,7070;1,7070;1,7070;
27-07-2022;1,6567;1,6567;1,6567;1,6567;1,6567;
26-07-2022;1,6871;1,6871;1,6871;1,6871;1,6871;
25-07-2022;1,7053;1,7053;1,7053;1,7053;1,7053;
22-07-2022;1,7511;1,7511;1,7511;1,7511;1,7511;
21-07-2022;1,7170;1,7170;1,7170;1,7170;1,7170;
20-07-2022;1,6809;1,6809;1,6809;1,6809;1,6809;
19-07-2022;1,6240;1,6240;1,6240;1,6240;1,6240;
18-07-2022;1,6380;1,6380;1,6380;1,6380;1,6380;
15-07-2022;1,6254;1,6254;1,6254;1,6254;1,6254;
14-07-2022;1,6185;1,6185;1,6185;1,6185;1,6185;
13-07-2022;1,6373;1,6373;1,6373;1,6373;1,6373;
12-07-2022;1,6415;1,6415;1,6415;1,6415;1,6415;
11-07-2022;1,6543;1,6543;1,6543;1,6543;1,6543;
08-07-2022;1,6630;1,6630;1,6630;1,6630;1,6630;
07-07-2022;1,6440;1,6440;1,6440;1,6440;1,6440;
06-07-2022;1,6322;1,6322;1,6322;1,6322;1,6322;
05-07-2022;1,5857;1,5857;1,5857;1,5857;1,5857;
04-07-2022;1,5806;1,5806;1,5806;1,5806;1,5806;
01-07-2022;1,5574;1,5574;1,5574;1,5574;1,5574;
30-06-2022;1,5784;1,5784;1,5784;1,5784;1,5784;
29-06-2022;1,5774;1,5774;1,5774;1,5774;1,5774;
28-06-2022;1,6103;1,6103;1,6103;1,6103;1,6103;
27-06-2022;1,6225;1,6225;1,6225;1,6225;1,6225;
24-06-2022;1,5667;1,5667;1,5667;1,5667;1,5667;
23-06-2022;1,5394;1,5394;1,5394;1,5394;1,5394;
22-06-2022;1,5497;1,5497;1,5497;1,5497;1,5497;
21-06-2022;1,5348;1,5348;1,5348;1,5348;1,5348;
20-06-2022;1,5407;1,5407;1,5407;1,5407;1,5407;
17-06-2022;1,5281;1,5281;1,5281;1,5281;1,5281;
16-06-2022;1,5804;1,5804;1,5804;1,5804;1,5804;
15-06-2022;1,5537;1,5537;1,5537;1,5537;1,5537;
14-06-2022;1,5295;1,5295;1,5295;1,5295;1,5295;
13-06-2022;1,5749;1,5749;1,5749;1,5749;1,5749;
10-06-2022;1,6089;1,6089;1,6089;1,6089;1,6089;
09-06-2022;1,6545;1,6545;1,6545;1,6545;1,6545;
08-06-2022;1,6616;1,6616;1,6616;1,6616;1,6616;
07-06-2022;1,6526;1,6526;1,6526;1,6526;1,6526;
06-06-2022;1,6427;1,6427;1,6427;1,6427;1,6427;
03-06-2022;1,6832;1,6832;1,6832;1,6832;1,6832;
02-06-2022;1,6406;1,6406;1,6406;1,6406;1,6406;
01-06-2022;1,6540;1,6540;1,6540;1,6540;1,6540;
31-05-2022;1,6467;1,6467;1,6467;1,6467;1,6467;
30-05-2022;1,6524;1,6524;1,6524;1,6524;1,6524;
27-05-2022;1,6196;1,6196;1,6196;1,6196;1,6196;
26-05-2022;1,5816;1,5816;1,5816;1,5816;1,5816;
25-05-2022;1,5658;1,5658;1,5658;1,5658;1,5658;
24-05-2022;1,6062;1,6062;1,6062;1,6062;1,6062;
23-05-2022;1,5817;1,5817;1,5817;1,5817;1,5817;
20-05-2022;1,5908;1,5908;1,5908;1,5908;1,5908;
19-05-2022;1,5975;1,5975;1,5975;1,5975;1,5975;
18-05-2022;1,6589;1,6589;1,6589;1,6589;1,6589;
17-05-2022;1,6229;1,6229;1,6229;1,6229;1,6229;
16-05-2022;1,6441;1,6441;1,6441;1,6441;1,6441;
13-05-2022;1,6020;1,6020;1,6020;1,6020;1,6020;
12-05-2022;1,5965;1,5965;1,5965;1,5965;1,5965;
11-05-2022;1,6464;1,6464;1,6464;1,6464;1,6464;
10-05-2022;1,6283;1,6283;1,6283;1,6283;1,6283;
09-05-2022;1,6915;1,6915;1,6915;1,6915;1,6915;
06-05-2022;1,7354;1,7354;1,7354;1,7354;1,7354;
05-05-2022;1,8047;1,8047;1,8047;1,8047;1,8047;
04-05-2022;1,7701;1,7701;1,7701;1,7701;1,7701;
03-05-2022;1,7867;1,7867;1,7867;1,7867;1,7867;
02-05-2022;1,7518;1,7518;1,7518;1,7518;1,7518;
29-04-2022;1,8288;1,8288;1,8288;1,8288;1,8288;
28-04-2022;1,7616;1,7616;1,7616;1,7616;1,7616;
27-04-2022;1,7622;1,7622;1,7622;1,7622;1,7622;
26-04-2022;1,8144;1,8144;1,8144;1,8144;1,8144;
25-04-2022;1,8023;1,8023;1,8023;1,8023;1,8023;
22-04-2022;1,8516;1,8516;1,8516;1,8516;1,8516;
21-04-2022;1,8816;1,8816;1,8816;1,8816;1,8816;
20-04-2022;1,9295;1,9295;1,9295;1,9295;1,9295;
19-04-2022;1,8781;1,8781;1,8781;1,8781;1,8781;
18-04-2022;1,9028;1,9028;1,9028;1,9028;1,9028;
13-04-2022;1,8762;1,8762;1,8762;1,8762;1,8762;
12-04-2022;1,9004;1,9004;1,9004;1,9004;1,9004;
11-04-2022;1,9441;1,9441;1,9441;1,9441;1,9441;
08-04-2022;1,9678;1,9678;1,9678;1,9678;1,9678;
07-04-2022;1,9764;1,9764;1,9764;1,9764;1,9764;
06-04-2022;2,0034;2,0034;2,0034;2,0034;2,0034;
05-04-2022;2,0324;2,0324;2,0324;2,0324;2,0324;
04-04-2022;1,9982;1,9982;1,9982;1,9982;1,9982;
01-04-2022;1,9962;1,9962;1,9962;1,9962;1,9962;
31-03-2022;2,0230;2,0230;2,0230;2,0230;2,0230;
30-03-2022;2,0570;2,0570;2,0570;2,0570;2,0570;
29-03-2022;2,0376;2,0376;2,0376;2,0376;2,0376;
28-03-2022;2,0017;2,0017;2,0017;2,0017;2,0017;
25-03-2022;2,0161;2,0161;2,0161;2,0161;2,0161;
24-03-2022;1,9869;1,9869;1,9869;1,9869;1,9869;
23-03-2022;2,0376;2,0376;2,0376;2,0376;2,0376;
22-03-2022;2,0323;2,0323;2,0323;2,0323;2,0323;
18-03-2022;2,0030;2,0030;2,0030;2,0030;2,0030;
17-03-2022;1,9844;1,9844;1,9844;1,9844;1,9844;
16-03-2022;1,9412;1,9412;1,9412;1,9412;1,9412;
15-03-2022;1,8997;1,8997;1,8997;1,8997;1,8997;
14-03-2022;1,9253;1,9253;1,9253;1,9253;1,9253;
11-03-2022;1,9557;1,9557;1,9557;1,9557;1,9557;
10-03-2022;1,9584;1,9584;1,9584;1,9584;1,9584;
09-03-2022;1,9339;1,9339;1,9339;1,9339;1,9339;
08-03-2022;1,9403;1,9403;1,9403;1,9403;1,9403;
07-03-2022;1,9800;1,9800;1,9800;1,9800;1,9800;
04-03-2022;1,9887;1,9887;1,9887;1,9887;1,9887;
03-03-2022;2,0129;2,0129;2,0129;2,0129;2,0129;
02-03-2022;1,9878;1,9878;1,9878;1,9878;1,9878;
01-03-2022;2,0089;2,0089;2,0089;2,0089;2,0089;
28-02-2022;1,9928;1,9928;1,9928;1,9928;1,9928;
25-02-2022;1,9832;1,9832;1,9832;1,9832;1,9832;
24-02-2022;1,9049;1,9049;1,9049;1,9049;1,9049;
23-02-2022;1,9479;1,9479;1,9479;1,9479;1,9479;
22-02-2022;1,9712;1,9712;1,9712;1,9712;1,9712;
21-02-2022;1,9697;1,9697;1,9697;1,9697;1,9697;
18-02-2022;1,9965;1,9965;1,9965;1,9965;1,9965;
17-02-2022;2,0491;2,0491;2,0491;2,0491;2,0491;
16-02-2022;2,0593;2,0593;2,0593;2,0593;2,0593;
15-02-2022;2,0213;2,0213;2,0213;2,0213;2,0213;
14-02-2022;2,0336;2,0336;2,0336;2,0336;2,0336;
11-02-2022;2,0866;2,0866;2,0866;2,0866;2,0866;
10-02-2022;2,1182;2,1182;2,1182;2,1182;2,1182;
09-02-2022;2,0851;2,0851;2,0851;2,0851;2,0851;
08-02-2022;2,0899;2,0899;2,0899;2,0899;2,0899;
04-02-2022;2,0626;2,0626;2,0626;2,0626;2,0626;
03-02-2022;2,1480;2,1480;2,1480;2,1480;2,1480;
02-02-2022;2,1301;2,1301;2,1301;2,1301;2,1301;
01-02-2022;2,1135;2,1135;2,1135;2,1135;2,1135;
31-01-2022;2,0852;2,0852;2,0852;2,0852;2,0852;
28-01-2022;2,0188;2,0188;2,0188;2,0188;2,0188;
27-01-2022;2,0218;2,0218;2,0218;2,0218;2,0218;
26-01-2022;2,0231;2,0231;2,0231;2,0231;2,0231;
25-01-2022;2,0679;2,0679;2,0679;2,0679;2,0679;
24-01-2022;2,0400;2,0400;2,0400;2,0400;2,0400;
21-01-2022;2,0998;2,0998;2,0998;2,0998;2,0998;
20-01-2022;2,1215;2,1215;2,1215;2,1215;2,1215;
19-01-2022;2,1359;2,1359;2,1359;2,1359;2,1359;
18-01-2022;2,1680;2,1680;2,1680;2,1680;2,1680;
17-01-2022;2,1698;2,1698;2,1698;2,1698;2,1698;
14-01-2022;2,1644;2,1644;2,1644;2,1644;2,1644;
13-01-2022;2,2066;2,2066;2,2066;2,2066;2,2066;
12-01-2022;2,2083;2,2083;2,2083;2,2083;2,2083;
11-01-2022;2,1740;2,1740;2,1740;2,1740;2,1740;
10-01-2022;2,1779;2,1779;2,1779;2,1779;2,1779;
07-01-2022;2,2010;2,2010;2,2010;2,2010;2,2010;
06-01-2022;2,1974;2,1974;2,1974;2,1974;2,1974;
05-01-2022;2,2502;2,2502;2,2502;2,2502;2,2502;
04-01-2022;2,2622;2,2622;2,2622;2,2622;2,2622;
03-01-2022;2,2440;2,2440;2,2440;2,2440;2,2440;
31-12-2021;2,2540;2,2540;2,2540;2,2540;2,2540;
30-12-2021;2,2683;2,2683;2,2683;2,2683;2,2683;
29-12-2021;2,2858;2,2858;2,2858;2,2858;2,2858;
28-12-2021;2,2943;2,2943;2,2943;2,2943;2,2943;
27-12-2021;2,2576;2,2576;2,2576;2,2576;2,2576;
24-12-2021;2,2596;2,2596;2,2596;2,2596;2,2596;
23-12-2021;2,2613;2,2613;2,2613;2,2613;2,2613;
22-12-2021;2,2554;2,2554;2,2554;2,2554;2,2554;
21-12-2021;2,1992;2,1992;2,1992;2,1992;2,1992;
20-12-2021;2,2363;2,2363;2,2363;2,2363;2,2363;
17-12-2021;2,2576;2,2576;2,2576;2,2576;2,2576;
16-12-2021;2,3203;2,3203;2,3203;2,3203;2,3203;
15-12-2021;2,2948;2,2948;2,2948;2,2948;2,2948;
14-12-2021;2,2843;2,2843;2,2843;2,2843;2,2843;
13-12-2021;2,3022;2,3022;2,3022;2,3022;2,3022;
10-12-2021;2,2861;2,2861;2,2861;2,2861;2,2861;
09-12-2021;2,3014;2,3014;2,3014;2,3014;2,3014;
08-12-2021;2,3005;2,3005;2,3005;2,3005;2,3005;
07-12-2021;2,2629;2,2629;2,2629;2,2629;2,2629;
06-12-2021;2,2482;2,2482;2,2482;2,2482;2,2482;
03-12-2021;2,2737;2,2737;2,2737;2,2737;2,2737;
02-12-2021;2,2418;2,2418;2,2418;2,2418;2,2418;
01-12-2021;2,2948;2,2948;2,2948;2,2948;2,2948;
30-11-2021;2,3663;2,3663;2,3663;2,3663;2,3663;
29-11-2021;2,3481;2,3481;2,3481;2,3481;2,3481;
26-11-2021;2,3719;2,3719;2,3719;2,3719;2,3719;
25-11-2021;2,3602;2,3602;2,3602;2,3602;2,3602;
24-11-2021;2,3371;2,3371;2,3371;2,3371;2,3371;
23-11-2021;2,3204;2,3204;2,3204;2,3204;2,3204;
22-11-2021;2,3336;2,3336;2,3336;2,3336;2,3336;
19-11-2021;2,3373;2,3373;2,3373;2,3373;2,3373;
18-11-2021;2,3267;2,3267;2,3267;2,3267;2,3267;
17-11-2021;2,3496;2,3496;2,3496;2,3496;2,3496;
16-11-2021;2,3138;2,3138;2,3138;2,3138;2,3138;
12-11-2021;2,3064;2,3064;2,3064;2,3064;2,3064;
11-11-2021;2,3005;2,3005;2,3005;2,3005;2,3005;
10-11-2021;2,2993;2,2993;2,2993;2,2993;2,2993;
09-11-2021;2,3068;2,3068;2,3068;2,3068;2,3068;
08-11-2021;2,2977;2,2977;2,2977;2,2977;2,2977;
05-11-2021;2,3064;2,3064;2,3064;2,3064;2,3064;
04-11-2021;2,2699;2,2699;2,2699;2,2699;2,2699;
03-11-2021;2,2785;2,2785;2,2785;2,2785;2,2785;
01-11-2021;2,2433;2,2433;2,2433;2,2433;2,2433;
29-10-2021;2,2188;2,2188;2,2188;2,2188;2,2188;
28-10-2021;2,1857;2,1857;2,1857;2,1857;2,1857;
27-10-2021;2,1912;2,1912;2,1912;2,1912;2,1912;
26-10-2021;2,1813;2,1813;2,1813;2,1813;2,1813;
25-10-2021;2,1743;2,1743;2,1743;2,1743;2,1743;
22-10-2021;2,2011;2,2011;2,2011;2,2011;2,2011;
21-10-2021;2,1772;2,1772;2,1772;2,1772;2,1772;
20-10-2021;2,1874;2,1874;2,1874;2,1874;2,1874;
19-10-2021;2,1830;2,1830;2,1830;2,1830;2,1830;
18-10-2021;2,1681;2,1681;2,1681;2,1681;2,1681;
15-10-2021;2,1804;2,1804;2,1804;2,1804;2,1804;
14-10-2021;2,1600;2,1600;2,1600;2,1600;2,1600;
13-10-2021;2,1604;2,1604;2,1604;2,1604;2,1604;
12-10-2021;2,1731;2,1731;2,1731;2,1731;2,1731;
11-10-2021;2,1746;2,1746;2,1746;2,1746;2,1746;
08-10-2021;2,1711;2,1711;2,1711;2,1711;2,1711;
07-10-2021;2,1375;2,1375;2,1375;2,1375;2,1375;
06-10-2021;2,1228;2,1228;2,1228;2,1228;2,1228;
05-10-2021;2,0964;2,0964;2,0964;2,0964;2,0964;
04-10-2021;2,1312;2,1312;2,1312;2,1312;2,1312;
01-10-2021;2,1338;2,1338;2,1338;2,1338;2,1338;
30-09-2021;2,1448;2,1448;2,1448;2,1448;2,1448;
29-09-2021;2,1274;2,1274;2,1274;2,1274;2,1274;
28-09-2021;2,1482;2,1482;2,1482;2,1482;2,1482;
27-09-2021;2,1538;2,1538;2,1538;2,1538;2,1538;
24-09-2021;2,1480;2,1480;2,1480;2,1480;2,1480;
23-09-2021;2,1217;2,1217;2,1217;2,1217;2,1217;
22-09-2021;2,1106;2,1106;2,1106;2,1106;2,1106;
21-09-2021;2,1189;2,1189;2,1189;2,1189;2,1189;
20-09-2021;2,1431;2,1431;2,1431;2,1431;2,1431;
17-09-2021;2,1529;2,1529;2,1529;2,1529;2,1529;
15-09-2021;2,1490;2,1490;2,1490;2,1490;2,1490;
14-09-2021;2,1544;2,1544;2,1544;2,1544;2,1544;
13-09-2021;2,1561;2,1561;2,1561;2,1561;2,1561;
10-09-2021;2,1734;2,1734;2,1734;2,1734;2,1734;
09-09-2021;2,1870;2,1870;2,1870;2,1870;2,1870;
08-09-2021;2,1917;2,1917;2,1917;2,1917;2,1917;
07-09-2021;2,2005;2,2005;2,2005;2,2005;2,2005;
06-09-2021;2,2002;2,2002;2,2002;2,2002;2,2002;
03-09-2021;2,2039;2,2039;2,2039;2,2039;2,2039;
02-09-2021;2,2179;2,2179;2,2179;2,2179;2,2179;
01-09-2021;2,2229;2,2229;2,2229;2,2229;2,2229;
31-08-2021;2,2278;2,2278;2,2278;2,2278;2,2278;
30-08-2021;2,2263;2,2263;2,2263;2,2263;2,2263;
27-08-2021;2,2224;2,2224;2,2224;2,2224;2,2224;
26-08-2021;2,2330;2,2330;2,2330;2,2330;2,2330;
25-08-2021;2,2212;2,2212;2,2212;2,2212;2,2212;
24-08-2021;2,2263;2,2263;2,2263;2,2263;2,2263;
23-08-2021;2,2021;2,2021;2,2021;2,2021;2,2021;
20-08-2021;2,1644;2,1644;2,1644;2,1644;2,1644;
19-08-2021;2,1438;2,1438;2,1438;2,1438;2,1438;
18-08-2021;2,1716;2,1716;2,1716;2,1716;2,1716;
17-08-2021;2,1813;2,1813;2,1813;2,1813;2,1813;
16-08-2021;2,1793;2,1793;2,1793;2,1793;2,1793;
13-08-2021;2,1758;2,1758;2,1758;2,1758;2,1758;
12-08-2021;2,1702;2,1702;2,1702;2,1702;2,1702;
11-08-2021;2,1897;2,1897;2,1897;2,1897;2,1897;
10-08-2021;2,1952;2,1952;2,1952;2,1952;2,1952;
09-08-2021;2,1950;2,1950;2,1950;2,1950;2,1950;
06-08-2021;2,1796;2,1796;2,1796;2,1796;2,1796;
05-08-2021;2,1649;2,1649;2,1649;2,1649;2,1649;
04-08-2021;2,1554;2,1554;2,1554;2,1554;2,1554;
03-08-2021;2,1471;2,1471;2,1471;2,1471;2,1471;
02-08-2021;2,1508;2,1508;2,1508;2,1508;2,1508;
30-07-2021;2,1657;2,1657;2,1657;2,1657;2,1657;
29-07-2021;2,1672;2,1672;2,1672;2,1672;2,1672;
28-07-2021;2,1623;2,1623;2,1623;2,1623;2,1623;
27-07-2021;2,1875;2,1875;2,1875;2,1875;2,1875;
26-07-2021;2,1935;2,1935;2,1935;2,1935;2,1935;
23-07-2021;2,1729;2,1729;2,1729;2,1729;2,1729;
22-07-2021;2,1703;2,1703;2,1703;2,1703;2,1703;
21-07-2021;2,1409;2,1409;2,1409;2,1409;2,1409;
20-07-2021;2,1063;2,1063;2,1063;2,1063;2,1063;
19-07-2021;2,1145;2,1145;2,1145;2,1145;2,1145;
16-07-2021;2,1399;2,1399;2,1399;2,1399;2,1399;
15-07-2021;2,1437;2,1437;2,1437;2,1437;2,1437;
14-07-2021;2,1629;2,1629;2,1629;2,1629;2,1629;
13-07-2021;2,1457;2,1457;2,1457;2,1457;2,1457;
12-07-2021;2,1385;2,1385;2,1385;2,1385;2,1385;
09-07-2021;2,1350;2,1350;2,1350;2,1350;2,1350;
08-07-2021;2,1487;2,1487;2,1487;2,1487;2,1487;
07-07-2021;2,1549;2,1549;2,1549;2,1549;2,1549;
06-07-2021;2,1324;2,1324;2,1324;2,1324;2,1324;
05-07-2021;2,1251;2,1251;2,1251;2,1251;2,1251;
02-07-2021;2,1329;2,1329;2,1329;2,1329;2,1329;
01-07-2021;2,1149;2,1149;2,1149;2,1149;2,1149;
30-06-2021;2,1079;2,1079;2,1079;2,1079;2,1079;
29-06-2021;2,1078;2,1078;2,1078;2,1078;2,1078;
28-06-2021;2,1048;2,1048;2,1048;2,1048;2,1048;
25-06-2021;2,0980;2,0980;2,0980;2,0980;2,0980;
24-06-2021;2,1176;2,1176;2,1176;2,1176;2,1176;
23-06-2021;2,1390;2,1390;2,1390;2,1390;2,1390;
22-06-2021;2,1387;2,1387;2,1387;2,1387;2,1387;
21-06-2021;2,1313;2,1313;2,1313;2,1313;2,1313;
18-06-2021;2,1304;2,1304;2,1304;2,1304;2,1304;
17-06-2021;2,0996;2,0996;2,0996;2,0996;2,0996;
16-06-2021;2,0924;2,0924;2,0924;2,0924;2,0924;
15-06-2021;2,0929;2,0929;2,0929;2,0929;2,0929;
14-06-2021;2,0763;2,0763;2,0763;2,0763;2,0763;
11-06-2021;2,0536;2,0536;2,0536;2,0536;2,0536;
10-06-2021;2,0429;2,0429;2,0429;2,0429;2,0429;
09-06-2021;2,0443;2,0443;2,0443;2,0443;2,0443;
08-06-2021;2,0552;2,0552;2,0552;2,0552;2,0552;
07-06-2021;2,0632;2,0632;2,0632;2,0632;2,0632;
04-06-2021;2,0579;2,0579;2,0579;2,0579;2,0579;
03-06-2021;2,0438;2,0438;2,0438;2,0438;2,0438;
02-06-2021;2,0430;2,0430;2,0430;2,0430;2,0430;
01-06-2021;2,0391;2,0391;2,0391;2,0391;2,0391;
31-05-2021;2,0353;2,0353;2,0353;2,0353;2,0353;
28-05-2021;2,0357;2,0357;2,0357;2,0357;2,0357;
27-05-2021;2,0270;2,0270;2,0270;2,0270;2,0270;
26-05-2021;2,0246;2,0246;2,0246;2,0246;2,0246;
25-05-2021;2,0149;2,0149;2,0149;2,0149;2,0149;
24-05-2021;2,0018;2,0018;2,0018;2,0018;2,0018;
21-05-2021;1,9960;1,9960;1,9960;1,9960;1,9960;
